OriginState,DestState,AvgFare
Louisiana,Arkansas,247.929348
Louisiana,California,278.0278671
Louisiana,Colorado,236.2182479
Louisiana,Connecticut,253.5245997
Louisiana,Florida,214.2483311
Louisiana,Georgia,226.9799776
Louisiana,Hawaii,528.7446768
Louisiana,Idaho,312.7245961
Louisiana,Illinois,199.300317
Louisiana,Indiana,255.9485967
Louisiana,Iowa,264.7637243
Louisiana,Kansas,240.2651173
Louisiana,Kentucky,270.9111525
Louisiana,Louisiana,316.9148438
Louisiana,Maine,285.9512831
Louisiana,Maryland,226.6036562
Louisiana,Massachusetts,237.1867422
Louisiana,Michigan,233.9623666
Louisiana,Minnesota,267.5072451
Louisiana,Mississippi,316.5856757
Louisiana,Missouri,222.9614601
Louisiana,Montana,337.6089696
Louisiana,Nebraska,264.2004603
Louisiana,Nevada,246.6099131
Louisiana,New Hampshire,247.9380579
Louisiana,New Jersey,238.141373
Louisiana,New Mexico,266.1300276
Louisiana,New York,237.4001245
Louisiana,North Carolina,249.4992927
Louisiana,North Dakota,366.1963026
Louisiana,Ohio,244.4314357
Louisiana,Oklahoma,241.2068938
Louisiana,Oregon,280.4899715
Louisiana,Pennsylvania,260.76056
Louisiana,Puerto Rico,266.6719378
Louisiana,Rhode Island,258.565485
Louisiana,South Carolina,260.0641735
Louisiana,South Dakota,307.7914873
Louisiana,Tennessee,239.8326772
Louisiana,Texas,206.8770599
Louisiana,U.S. Pacific Trust Territories and Possessions,1161.151071
Louisiana,U.S. Virgin Islands,359.5166151
Louisiana,Utah,298.7726375
Louisiana,Vermont,255.7246062
Louisiana,Virginia,242.6263133
Louisiana,Washington,262.0892873
Louisiana,West Virginia,315.9321188
Louisiana,Wisconsin,243.2323808
Louisiana,Wyoming,358.0649929
Maine,Alabama,285.3310622
Maine,Alaska,543.616701
Maine,Arizona,306.5102864
Maine,Arkansas,311.1668871
Maine,California,339.1007801
Maine,Colorado,298.9088612
Maine,Connecticut,570.6946667
Maine,Florida,228.5405031
Maine,Georgia,262.854937
Maine,Hawaii,565.6523474
Maine,Idaho,430.8837725
Maine,Illinois,292.5403727
Maine,Indiana,256.1337587
Maine,Iowa,266.7183879
Maine,Kansas,328.1863889
Maine,Kentucky,270.0922005
Maine,Louisiana,285.9775017
Maine,Maryland,198.0938617
Maine,Massachusetts,150.0926667
Maine,Michigan,270.0603021
Maine,Minnesota,295.2611324
Maine,Mississippi,323.1772222
Maine,Missouri,281.6707781
Maine,Montana,390.7656667
Maine,Nebraska,298.2194407
Maine,Nevada,304.3835935
Maine,New Jersey,208.8141229
Maine,New Mexico,315.1049769
Maine,New York,219.1053089
Maine,North Carolina,233.0537263
Maine,North Dakota,349.9391327
Maine,Ohio,235.6873503
Maine,Oklahoma,316.7115948
Maine,Oregon,361.8006003
Maine,Pennsylvania,250.3828064
Maine,Puerto Rico,288.4598997
Maine,Rhode Island,468.8983333
Maine,South Carolina,232.422206
Maine,South Dakota,353.6480556
Maine,Tennessee,268.9122237
Maine,Texas,295.7306082
Maine,U.S. Pacific Trust Territories and Possessions,507.24
Maine,U.S. Virgin Islands,392.9938144
Maine,Utah,320.4240674
Maine,Virginia,221.3034903
Maine,Washington,339.8502694
Maine,West Virginia,324.0024
Maine,Wisconsin,289.1188516
Maine,Wyoming,403.4185821
Maryland,Alabama,241.5929325
Maryland,Alaska,407.5701444
Maryland,Arizona,273.2911851
Maryland,Arkansas,220.045628
Maryland,California,273.4291413
Maryland,Colorado,280.1843106
Maryland,Connecticut,152.026021
Maryland,Florida,180.9786912
Maryland,Georgia,189.997382
Maryland,Hawaii,503.7053259
Maryland,Idaho,287.6709018
Maryland,Illinois,197.265362
Maryland,Indiana,207.0339571
Maryland,Iowa,254.8483857
Maryland,Kansas,236.5143619
Maryland,Kentucky,196.7146805
Maryland,Louisiana,225.9733281
Maryland,Maine,195.6680793
Maryland,Massachusetts,158.9470193
Maryland,Michigan,181.7616888
Maryland,Minnesota,237.4186964
Maryland,Mississippi,251.8889812
Maryland,Missouri,214.6834291
Maryland,Montana,308.0358012
Maryland,Nebraska,255.9898828
Maryland,Nevada,200.6178261
Maryland,New Hampshire,146.302499
Maryland,New Jersey,257.2183235
Maryland,New Mexico,261.205811
Maryland,New York,171.4929908
Maryland,North Carolina,180.7134264
Maryland,North Dakota,309.2757226
Maryland,Ohio,156.3524191
Maryland,Oklahoma,230.7984474
Maryland,Oregon,271.584402
Maryland,Pennsylvania,166.4863983
Maryland,Puerto Rico,233.7514155
Maryland,Rhode Island,148.6022833
Maryland,South Carolina,166.0297007
Maryland,South Dakota,306.8193614
Maryland,Tennessee,204.0956902
Maryland,Texas,225.9028414
Maryland,U.S. Pacific Trust Territories and Possessions,1145.156591
Maryland,U.S. Virgin Islands,308.114269
Maryland,Utah,283.8647072
Maryland,Vermont,304.4007784
Maryland,Virginia,177.9915873
Maryland,Washington,256.652534
Maryland,West Virginia,350.5208547
Maryland,Wisconsin,222.5549402
Maryland,Wyoming,343.1822391
Massachusetts,Alabama,290.6580228
Massachusetts,Alaska,359.879082
Massachusetts,Arizona,287.9020342
Massachusetts,Arkansas,304.2990724
Massachusetts,California,340.1037362
Massachusetts,Colorado,296.0235408
Massachusetts,Florida,219.3367274
Massachusetts,Georgia,247.9212342
Massachusetts,Hawaii,515.2324381
Massachusetts,Idaho,313.2123665
Massachusetts,Illinois,214.9318732
Massachusetts,Indiana,256.04873
Massachusetts,Iowa,274.4889134
Massachusetts,Kansas,259.4073653
Massachusetts,Kentucky,310.3615444
Massachusetts,Louisiana,234.7876874
Massachusetts,Maine,51.46666667
Massachusetts,Maryland,160.5104778
Massachusetts,Massachusetts,147.8410609
Massachusetts,Michigan,224.011771
Massachusetts,Minnesota,294.8308104
Massachusetts,Mississippi,275.5685468
Massachusetts,Missouri,242.3181033
Massachusetts,Montana,333.8930046
Massachusetts,Nebraska,285.8269438
Massachusetts,Nevada,269.9752617
Massachusetts,New Jersey,228.6641098
Massachusetts,New Mexico,260.6670931
Massachusetts,New York,206.8968132
Massachusetts,North Carolina,201.575673
Massachusetts,North Dakota,307.3348833
Massachusetts,Ohio,221.1841723
Massachusetts,Oklahoma,278.2708078
Massachusetts,Oregon,291.7729948
Massachusetts,Pennsylvania,195.3826069
Massachusetts,Puerto Rico,275.2556574
Massachusetts,South Carolina,195.074371
Massachusetts,South Dakota,333.7373407
Massachusetts,Tennessee,229.5994226
Massachusetts,Texas,261.5159496
Massachusetts,U.S. Pacific Trust Territories and Possessions,1168.314706
Massachusetts,U.S. Virgin Islands,288.563654
Massachusetts,Utah,332.8298382
Massachusetts,Vermont,268.3888889
Massachusetts,Virginia,203.0850929
Massachusetts,Washington,285.9212747
Massachusetts,West Virginia,298.638055
Massachusetts,Wisconsin,257.3732786
Massachusetts,Wyoming,375.4273986
Michigan,Alabama,297.9889778
Michigan,Alaska,390.0264858
Michigan,Arizona,277.7050369
Michigan,Arkansas,291.9100559
Michigan,California,311.2873329
Michigan,Colorado,236.6204135
Michigan,Connecticut,280.2580585
Michigan,Florida,211.800886
Michigan,Georgia,250.6558147
Michigan,Hawaii,535.4703092
Michigan,Idaho,320.8074378
Michigan,Illinois,208.3925988
Michigan,Indiana,305.7389731
Michigan,Iowa,280.7833483
Michigan,Kansas,262.7597987
Michigan,Kentucky,339.5243168
Michigan,Louisiana,232.0596756
Michigan,Maine,265.7719091
Michigan,Maryland,180.4695455
Michigan,Massachusetts,222.5958962
Michigan,Michigan,226.8029835
Michigan,Minnesota,270.2094764
Michigan,Mississippi,316.8986777
Michigan,Missouri,233.5073359
Michigan,Montana,308.9100223
Michigan,Nebraska,269.6287135
Michigan,Nevada,250.8767761
Michigan,New Hampshire,234.9290256
Michigan,New Jersey,284.7038777
Michigan,New Mexico,279.7405085
Michigan,New York,273.1905513
Michigan,North Carolina,263.8879048
Michigan,North Dakota,326.875894
Michigan,Ohio,298.4436431
Michigan,Oklahoma,266.2674814
Michigan,Oregon,307.6844449
Michigan,Pennsylvania,318.5799181
Michigan,Puerto Rico,288.9466449
Michigan,Rhode Island,229.7549454
Michigan,South Carolina,235.0423959
Michigan,South Dakota,318.3700462
Michigan,Tennessee,254.9077331
Michigan,Texas,262.6038363
Michigan,U.S. Pacific Trust Territories and Possessions,1145.906
Michigan,U.S. Virgin Islands,357.8049198
Michigan,Utah,315.3172503
Michigan,Vermont,288.3903368
Michigan,Virginia,249.399538
Michigan,Washington,305.0274208
Michigan,West Virginia,332.3863125
Michigan,Wisconsin,316.8962665
Michigan,Wyoming,321.7145735
Minnesota,Alabama,305.552503
Minnesota,Alaska,353.2658672
Minnesota,Arizona,224.8707211
Minnesota,Arkansas,310.1282978
Minnesota,California,293.6966198
Minnesota,Colorado,207.272928
Minnesota,Connecticut,322.914765
Minnesota,Florida,234.2199159
Minnesota,Georgia,285.903884
Minnesota,Hawaii,484.9484993
Minnesota,Idaho,318.4337303
Minnesota,Illinois,178.4922738
Minnesota,Indiana,299.186378
Minnesota,Iowa,315.8352351
Minnesota,Kansas,305.5569789
Minnesota,Kentucky,313.5820086
Minnesota,Louisiana,261.67475
Minnesota,Maine,296.1690304
Minnesota,Maryland,234.6426618
Minnesota,Massachusetts,294.6402243
Minnesota,Michigan,284.0689864
Minnesota,Minnesota,1169.44971
Minnesota,Mississippi,298.608488
Minnesota,Missouri,236.6429491
Minnesota,Montana,299.7645781
Minnesota,Nebraska,359.8029048
Minnesota,Nevada,219.4817671
Minnesota,New Hampshire,255.9881996
Minnesota,New Jersey,348.4533274
Minnesota,New Mexico,258.4666576
Minnesota,New York,301.6917774
Minnesota,North Carolina,284.2876326
Minnesota,North Dakota,334.1528788
Minnesota,Ohio,289.0855074
Minnesota,Oklahoma,289.9367498
Minnesota,Oregon,285.2537865
Minnesota,Pennsylvania,296.2045412
Minnesota,Puerto Rico,322.3232192
Minnesota,Rhode Island,265.231192
Minnesota,South Carolina,279.1960263
Minnesota,South Dakota,415.1477697
Minnesota,Tennessee,282.4446715
Minnesota,Texas,268.3874839
Minnesota,U.S. Pacific Trust Territories and Possessions,870.3808333
Minnesota,U.S. Virgin Islands,367.9928141
Minnesota,Utah,312.8063491
Minnesota,Vermont,292.062125
Minnesota,Virginia,277.127267
Minnesota,Washington,267.1653241
Minnesota,West Virginia,396.9814855
Minnesota,Wisconsin,225.7805977
Minnesota,Wyoming,286.161122
Mississippi,Alabama,334.5450862
Mississippi,Alaska,481.9221231
Mississippi,Arizona,280.775854
Mississippi,Arkansas,278.8808458
Mississippi,California,316.24009
Mississippi,Colorado,283.3141662
Mississippi,Connecticut,282.7912076
Mississippi,Florida,268.6639374
Mississippi,Georgia,240.4396788
Mississippi,Hawaii,584.2879596
Mississippi,Idaho,370.2894737
Mississippi,Illinois,263.5261482
Mississippi,Indiana,286.3471517
Mississippi,Iowa,300.8417544
Mississippi,Kansas,275.7755462
Mississippi,Kentucky,297.6602328
Mississippi,Louisiana,351.3926316
Mississippi,Maine,333.5147368
Mississippi,Maryland,253.1987815
Mississippi,Massachusetts,278.2962024
Mississippi,Michigan,311.0133036
Mississippi,Minnesota,303.8747952
Mississippi,Mississippi,71
Mississippi,Missouri,267.5910185
Mississippi,Montana,366.7060849
Mississippi,Nebraska,271.40744
Mississippi,Nevada,292.8578812
Mississippi,New Hampshire,311.1487654
Mississippi,New Jersey,298.5773931
Mississippi,New Mexico,277.6779545
Mississippi,New York,269.9148111
Mississippi,North Carolina,249.9617304
Mississippi,North Dakota,385.6935941
Mississippi,Ohio,272.9810526
Mississippi,Oklahoma,249.8583949
Mississippi,Oregon,353.4990665
Mississippi,Pennsylvania,268.0184772
Mississippi,Puerto Rico,355.3181176
Mississippi,Rhode Island,299.9172168
Mississippi,South Carolina,271.0497125
Mississippi,South Dakota,311.6
Mississippi,Tennessee,270.264301
Mississippi,Texas,242.7520335
Mississippi,U.S. Pacific Trust Territories and Possessions,1642.360588
Mississippi,U.S. Virgin Islands,423.5072277
Mississippi,Utah,323.0159713
Mississippi,Vermont,301.6053261
Mississippi,Virginia,267.098518
Mississippi,Washington,332.4655927
Mississippi,West Virginia,299.5445455
Mississippi,Wisconsin,273.7191875
Mississippi,Wyoming,422.8393443
Missouri,Alabama,265.3161198
Missouri,Alaska,341.4502095
Missouri,Arizona,242.2011228
Missouri,Arkansas,227.0242472
Missouri,California,260.3322593
Missouri,Colorado,210.9628918
Missouri,Connecticut,255.1797466
Missouri,Florida,224.47916
Missouri,Georgia,207.6905235
Missouri,Hawaii,488.6842939
Missouri,Idaho,270.5748266
Missouri,Illinois,189.0996806
Missouri,Indiana,219.4953257
Missouri,Iowa,257.9417351
Missouri,Kansas,211.3044526
Missouri,Kentucky,262.5853432
Missouri,Louisiana,221.3939523
Missouri,Maine,281.1239956
Missouri,Maryland,215.2788082
Missouri,Massachusetts,242.9302314
Missouri,Michigan,233.796336
Missouri,Minnesota,234.6869938
Missouri,Mississippi,267.4233402
Missouri,Missouri,142.1786504
Missouri,Montana,296.6453936
Missouri,Nebraska,167.1524177
Missouri,Nevada,226.6055466
Missouri,New Hampshire,252.7796149
Missouri,New Jersey,267.0702245
Missouri,New Mexico,242.9404349
Missouri,New York,250.2970385
Missouri,North Carolina,235.4781311
Missouri,North Dakota,322.2648779
Missouri,Ohio,230.3426192
Missouri,Oklahoma,199.3631741
Missouri,Oregon,245.7920172
Missouri,Pennsylvania,245.1328418
Missouri,Puerto Rico,271.4394225
Missouri,Rhode Island,263.4458838
Missouri,South Carolina,233.8135359
Missouri,South Dakota,288.3589406
Missouri,Tennessee,224.0139631
Missouri,Texas,211.7545137
Missouri,U.S. Pacific Trust Territories and Possessions,1118.422766
Missouri,U.S. Virgin Islands,372.2036903
Missouri,Utah,257.3904204
Missouri,Vermont,314.2781769
Missouri,Virginia,228.2714464
Missouri,Washington,249.9225596
Missouri,West Virginia,362.694917
Missouri,Wisconsin,218.4860931
Missouri,Wyoming,322.8827427
Montana,Alabama,391.5115028
Montana,Alaska,306.7279542
Montana,Arizona,197.5938329
Montana,Arkansas,361.4978195
Montana,California,228.482175
Montana,Colorado,262.457899
Montana,Connecticut,366.9965039
Montana,Florida,340.331997
Montana,Georgia,344.1575289
Montana,Hawaii,389.2331761
Montana,Idaho,245.218974
Montana,Illinois,359.3242674
Montana,Indiana,329.1056294
Montana,Iowa,313.833968
Montana,Kansas,330.1938961
Montana,Kentucky,324.952201
Montana,Louisiana,334.8435135
Montana,Maine,379.9976596
Montana,Maryland,309.310787
Montana,Massachusetts,333.8308345
Montana,Michigan,301.2356947
Montana,Minnesota,294.9237743
Montana,Mississippi,377.6696347
Montana,Missouri,295.3432646
Montana,Montana,62.12
Montana,Nebraska,283.4930033
Montana,Nevada,183.1842065
Montana,New Hampshire,344.7229032
Montana,New Jersey,357.5033373
Montana,New Mexico,303.6428601
Montana,New York,346.0182747
Montana,North Carolina,355.1731036
Montana,North Dakota,329.1268235
Montana,Ohio,328.5767821
Montana,Oklahoma,319.1645791
Montana,Oregon,194.2701943
Montana,Pennsylvania,345.9178043
Montana,Puerto Rico,477.852623
Montana,Rhode Island,414.4981395
Montana,South Carolina,375.9941417
Montana,South Dakota,329.8544326
Montana,Tennessee,338.5894073
Montana,Texas,321.8628217
Montana,U.S. Pacific Trust Territories and Possessions,0
Montana,U.S. Virgin Islands,574.510678
Montana,Utah,342.8650206
Montana,Vermont,361.2401672
Montana,Virginia,367.7893557
Montana,Washington,186.3551258
Montana,West Virginia,433.6867925
Montana,Wisconsin,293.8260855
Montana,Wyoming,341.0366038
Nebraska,Alabama,283.8820611
Nebraska,Alaska,356.5448096
Nebraska,Arizona,230.6920332
Nebraska,Arkansas,269.3299416
Nebraska,California,253.1500577
Nebraska,Colorado,183.3438025
Nebraska,Connecticut,284.1671354
Nebraska,Florida,240.1262825
Nebraska,Georgia,271.8871266
Nebraska,Hawaii,502.0850661
Nebraska,Idaho,267.8492239
Nebraska,Illinois,189.5180802
Nebraska,Indiana,254.9292164
Nebraska,Iowa,319.2605128
Nebraska,Kansas,287.25
Nebraska,Kentucky,281.5819019
Nebraska,Louisiana,260.2776056
Nebraska,Maine,285.0174292
Nebraska,Maryland,257.7628563
Nebraska,Massachusetts,289.0135673
Nebraska,Michigan,272.1777544
Nebraska,Minnesota,350.7036364
Nebraska,Mississippi,271.441567
Nebraska,Missouri,163.2196669
Nebraska,Montana,285.3229103
Nebraska,Nebraska,290.1691304
Nebraska,Nevada,220.4248024
Nebraska,New Hampshire,281.9795989
Nebraska,New Jersey,299.538779
Nebraska,New Mexico,256.3357692
Nebraska,New York,262.3158287
Nebraska,North Carolina,253.0350941
Nebraska,North Dakota,319.9553323
Nebraska,Ohio,259.2539876
Nebraska,Oklahoma,260.7865369
Nebraska,Oregon,247.9663578
Nebraska,Pennsylvania,271.0157701
Nebraska,Puerto Rico,299.3756439
Nebraska,Rhode Island,283.1916295
Nebraska,South Carolina,255.0428249
Nebraska,South Dakota,389.9019588
Nebraska,Tennessee,244.056239
Nebraska,Texas,252.700936
Nebraska,U.S. Pacific Trust Territories and Possessions,1236.315
Nebraska,U.S. Virgin Islands,405.0223684
Nebraska,Utah,253.0749754
Nebraska,Vermont,340.4342135
Nebraska,Virginia,240.3783275
Nebraska,Washington,233.1307071
Nebraska,West Virginia,308.4518261
Nebraska,Wisconsin,248.5995922
Nebraska,Wyoming,310.7722609
Nevada,Alabama,291.0177058
Nevada,Alaska,276.1733203
Nevada,Arizona,161.7810521
Nevada,Arkansas,254.759842
Nevada,California,156.4921243
Nevada,Colorado,183.436246
Nevada,Connecticut,265.9341569
Nevada,Florida,264.4671954
Nevada,Georgia,278.2092553
Nevada,Hawaii,375.6458287
Nevada,Idaho,174.8576512
Nevada,Illinois,242.0154099
Nevada,Indiana,255.2734789
Nevada,Iowa,215.4158378
Nevada,Kansas,199.151523
Nevada,Kentucky,261.793879
Nevada,Louisiana,250.4639561
Nevada,Maine,309.2795909
Nevada,Maryland,204.3147305
Nevada,Massachusetts,271.4458903
Nevada,Michigan,253.1511006
Nevada,Minnesota,223.8069509
Nevada,Mississippi,298.6797779
Nevada,Missouri,230.138555
Nevada,Montana,179.9444349
Nevada,Nebraska,224.5099069
Nevada,Nevada,144.6862106
Nevada,New Hampshire,257.0315984
Nevada,New Jersey,357.7611253
Nevada,New Mexico,190.2432451
Nevada,New York,306.6622565
Nevada,North Carolina,288.2383589
Nevada,North Dakota,237.6738133
Nevada,Ohio,241.2844391
Nevada,Oklahoma,237.5708029
Nevada,Oregon,164.3396847
Nevada,Pennsylvania,251.7520682
Nevada,Puerto Rico,307.867343
Nevada,Rhode Island,278.0211287
Nevada,South Carolina,300.7254896
Nevada,South Dakota,234.8598372
Nevada,Tennessee,269.2671812
Nevada,Texas,230.2699275
Nevada,U.S. Pacific Trust Territories and Possessions,863.2196954
Nevada,U.S. Virgin Islands,414.8578333
Nevada,Utah,152.1747941
Nevada,Vermont,306.0541176
Nevada,Virginia,282.6506367
Nevada,Washington,181.4308475
Nevada,West Virginia,337.0826019
Nevada,Wisconsin,257.8168528
Nevada,Wyoming,235.2106743
New Hampshire,Alabama,283.6728823
New Hampshire,Alaska,411.3751852
New Hampshire,Arizona,273.4424527
New Hampshire,Arkansas,282.1126587
New Hampshire,California,290.1501117
New Hampshire,Colorado,267.6595009
New Hampshire,Florida,197.455764
New Hampshire,Georgia,235.6634608
New Hampshire,Hawaii,544.825407
New Hampshire,Idaho,368.9081915
New Hampshire,Illinois,221.5465559
New Hampshire,Indiana,264.5839881
New Hampshire,Iowa,295.3943581
New Hampshire,Kansas,288.6413077
New Hampshire,Kentucky,273.6887545
New Hampshire,Louisiana,247.2404634
New Hampshire,Maryland,149.5137166
New Hampshire,Massachusetts,68.01
New Hampshire,Michigan,235.8479269
New Hampshire,Minnesota,255.1107561
New Hampshire,Mississippi,310.7084375
New Hampshire,Missouri,251.8488973
New Hampshire,Montana,361.7766667
New Hampshire,Nebraska,286.808078
New Hampshire,Nevada,258.1502932
New Hampshire,New Jersey,301.7178252
New Hampshire,New Mexico,252.1501748
New Hampshire,New York,268.619303
New Hampshire,North Carolina,204.657071
New Hampshire,North Dakota,335.9898851
New Hampshire,Ohio,234.7362373
New Hampshire,Oklahoma,287.777593
New Hampshire,Oregon,290.6407928
New Hampshire,Pennsylvania,213.8737578
New Hampshire,Puerto Rico,228.6434164
New Hampshire,South Carolina,212.4628798
New Hampshire,South Dakota,372.4516471
New Hampshire,Tennessee,255.5270812
New Hampshire,Texas,252.9573394
New Hampshire,U.S. Pacific Trust Territories and Possessions,608.75
New Hampshire,U.S. Virgin Islands,335.8381633
New Hampshire,Utah,278.4493929
New Hampshire,Virginia,200.5189217
New Hampshire,Washington,283.5950126
New Hampshire,West Virginia,281.376087
New Hampshire,Wisconsin,275.5982595
New Hampshire,Wyoming,302.337381
New Jersey,Alabama,292.7036265
New Jersey,Alaska,423.101524
New Jersey,Arizona,299.0025182
New Jersey,Arkansas,354.5968552
New Jersey,California,417.4079019
New Jersey,Colorado,335.8954125
New Jersey,Connecticut,409.8458333
New Jersey,Florida,226.1125244
New Jersey,Georgia,266.2490604
New Jersey,Hawaii,563.9533078
New Jersey,Idaho,351.767367
New Jersey,Illinois,263.6941295
New Jersey,Indiana,298.9246599
New Jersey,Iowa,294.3940076
New Jersey,Kansas,281.5948847
New Jersey,Kentucky,330.1890276
New Jersey,Louisiana,233.7348463
New Jersey,Maine,212.7726657
New Jersey,Maryland,281.7711589
New Jersey,Massachusetts,223.0184752
New Jersey,Michigan,285.1092162
New Jersey,Minnesota,344.750959
New Jersey,Mississippi,297.200338
New Jersey,Missouri,268.0836708
New Jersey,Montana,359.5823533
New Jersey,Nebraska,303.5217295
New Jersey,Nevada,344.914528
New Jersey,New Hampshire,298.9173234
New Jersey,New Mexico,266.3926756
New Jersey,New York,186.2788013
New Jersey,North Carolina,232.0171896
New Jersey,North Dakota,319.7380991
New Jersey,Ohio,301.4073304
New Jersey,Oklahoma,275.5160208
New Jersey,Oregon,333.1235416
New Jersey,Pennsylvania,288.6272056
New Jersey,Puerto Rico,263.0429785
New Jersey,Rhode Island,357.3347751
New Jersey,South Carolina,206.7923469
New Jersey,South Dakota,352.9152562
New Jersey,Tennessee,256.3315705
New Jersey,Texas,296.2773351
New Jersey,U.S. Pacific Trust Territories and Possessions,1081.410426
New Jersey,U.S. Virgin Islands,325.3017504
New Jersey,Utah,327.9008834
New Jersey,Vermont,185.6327984
New Jersey,Virginia,284.510114
New Jersey,Washington,328.8498357
New Jersey,West Virginia,313.6167568
New Jersey,Wisconsin,260.2896061
New Jersey,Wyoming,416.4016565
New Mexico,Alabama,296.3086551
New Mexico,Alaska,341.0367396
New Mexico,Arizona,166.7438049
New Mexico,Arkansas,262.1417492
New Mexico,California,209.2951018
New Mexico,Colorado,185.7489259
New Mexico,Connecticut,262.695947
New Mexico,Florida,258.1180813
New Mexico,Georgia,279.0326945
New Mexico,Hawaii,440.4549525
New Mexico,Idaho,270.7125188
New Mexico,Illinois,257.0317486
New Mexico,Indiana,274.898751
New Mexico,Iowa,248.4669154
New Mexico,Kansas,259.8119066
New Mexico,Kentucky,292.6207353
New Mexico,Louisiana,264.554947
New Mexico,Maine,313.2854312
New Mexico,Maryland,263.5361913
New Mexico,Massachusetts,260.4442177
New Mexico,Michigan,284.6474562
New Mexico,Minnesota,258.2203451
New Mexico,Mississippi,268.1952507
New Mexico,Missouri,243.6564758
New Mexico,Montana,295.6430647
New Mexico,Nebraska,265.2440685
New Mexico,Nevada,190.8943159
New Mexico,New Hampshire,254.1568213
New Mexico,New Jersey,271.8268964
New Mexico,New York,249.2052328
New Mexico,North Carolina,260.1936248
New Mexico,North Dakota,300.743213
New Mexico,Ohio,270.7533732
New Mexico,Oklahoma,261.9436778
New Mexico,Oregon,205.8504988
New Mexico,Pennsylvania,284.3863739
New Mexico,Puerto Rico,297.9983259
New Mexico,Rhode Island,253.2421092
New Mexico,South Carolina,284.1523163
New Mexico,South Dakota,307.2769067
New Mexico,Tennessee,273.3704897
New Mexico,Texas,229.3458784
New Mexico,U.S. Pacific Trust Territories and Possessions,1085.117143
New Mexico,U.S. Virgin Islands,388.9324812
New Mexico,Utah,215.8857926
New Mexico,Vermont,306.0005093
New Mexico,Virginia,288.7123767
New Mexico,Washington,202.8470073
New Mexico,West Virginia,327.76
New Mexico,Wisconsin,260.0945596
New Mexico,Wyoming,302.1928452
New York,Alabama,276.13205
New York,Alaska,386.6349246
New York,Arizona,286.0637162
New York,Arkansas,285.4387929
New York,California,397.0886999
New York,Colorado,288.9057277
New York,Connecticut,246.5931973
New York,Florida,219.753329
New York,Georgia,251.3254918
New York,Hawaii,528.2672919
New York,Idaho,367.2756123
New York,Illinois,225.3714138
New York,Indiana,273.7087557
New York,Iowa,275.6605862
New York,Kansas,275.3075598
New York,Kentucky,303.8185826
New York,Louisiana,234.5186975
New York,Maine,218.3693863
New York,Maryland,174.2910189
New York,Massachusetts,206.0190654
New York,Michigan,270.8538698
New York,Minnesota,303.2201162
New York,Mississippi,269.435633
New York,Missouri,250.4002624
New York,Montana,343.8391908
New York,Nebraska,263.0718296
New York,Nevada,299.6448594
New York,New Hampshire,265.1524782
New York,New Jersey,184.2126557
New York,New Mexico,250.8478364
New York,New York,159.6123656
New York,North Carolina,215.1885401
New York,North Dakota,304.7987248
New York,Ohio,270.4325179
New York,Oklahoma,266.5993824
New York,Oregon,328.5451351
New York,Pennsylvania,266.5362441
New York,Puerto Rico,258.9190201
New York,Rhode Island,236.0341431
New York,South Carolina,195.303815
New York,South Dakota,372.8660772
New York,Tennessee,240.9918699
New York,Texas,262.6932243
New York,U.S. Pacific Trust Territories and Possessions,1011.959
New York,U.S. Virgin Islands,294.7388169
New York,Utah,322.8509759
New York,Vermont,170.444544
New York,Virginia,235.8582098
New York,Washington,326.1842006
New York,West Virginia,288.2873394
New York,Wisconsin,241.5511756
New York,Wyoming,384.6195082
North Carolina,Alabama,252.3920174
North Carolina,Alaska,417.0099047
North Carolina,Arizona,297.4625421
North Carolina,Arkansas,271.5787964
North Carolina,California,327.1870437
North Carolina,Colorado,277.9057327
North Carolina,Connecticut,235.3452184
North Carolina,Florida,218.5000152
North Carolina,Georgia,215.6039287
North Carolina,Hawaii,524.0079241
North Carolina,Idaho,335.2535722
North Carolina,Illinois,216.1539876
North Carolina,Indiana,237.2537812
North Carolina,Iowa,258.7579525
North Carolina,Kansas,267.4812924
North Carolina,Kentucky,259.3840246
North Carolina,Louisiana,251.0392376
North Carolina,Maine,235.3788435
North Carolina,Maryland,185.9127704
North Carolina,Massachusetts,204.0965139
North Carolina,Michigan,264.3154716
North Carolina,Minnesota,287.6532947
North Carolina,Mississippi,249.6605984
North Carolina,Missouri,235.9092577
North Carolina,Montana,358.0299835
North Carolina,Nebraska,257.1644566
North Carolina,Nevada,283.1772757
North Carolina,New Hampshire,209.6796162
North Carolina,New Jersey,234.3460923
North Carolina,New Mexico,266.3203135
North Carolina,New York,214.0491755
North Carolina,North Carolina,239.289239
North Carolina,North Dakota,303.5012299
North Carolina,Ohio,215.0076977
North Carolina,Oklahoma,259.6396245
North Carolina,Oregon,319.375436
North Carolina,Pennsylvania,244.1508204
North Carolina,Puerto Rico,264.2626977
North Carolina,Rhode Island,214.6239771
North Carolina,South Carolina,268.1527501
North Carolina,South Dakota,297.5640779
North Carolina,Tennessee,233.0852262
North Carolina,Texas,268.4080532
North Carolina,U.S. Pacific Trust Territories and Possessions,908.5353333
North Carolina,U.S. Virgin Islands,351.7759171
North Carolina,Utah,294.3941659
North Carolina,Vermont,211.0728906
North Carolina,Virginia,240.6434817
North Carolina,Washington,321.1050294
North Carolina,West Virginia,290.3282401
North Carolina,Wisconsin,257.3871629
North Carolina,Wyoming,348.4360259
North Dakota,Alabama,362.2995544
