StatePair,OriginState,DestState,TotalFare,TotalTickets,AvgFare
Illinois:Oklahoma,Illinois,Oklahoma,2169144.619999995,9168,236.5995440663171
North Carolina:Pennsylvania,North Carolina,Pennsylvania,6847942.210000019,28048,244.15082037935034
Virginia:Montana,Virginia,Montana,1434964.0600000022,3907,367.28028154594375
North Carolina:Wyoming,North Carolina,Wyoming,349829.76999999967,1004,348.43602589641404
New York:New Hampshire,New York,New Hampshire,273902.51000000007,1033,265.15247821878035
Nebraska:Illinois,Nebraska,Illinois,1606165.7300000018,8475,189.5180802359884
Texas:Minnesota,Texas,Minnesota,10354316.379999956,38649,267.9064498434618
North Carolina:Arkansas,North Carolina,Arkansas,1491510.7499999998,5492,271.5787964311726
Montana:Mississippi,Montana,Mississippi,82709.65000000002,219,377.66963470319644
Iowa:U.S. Virgin Islands,Iowa,U.S. Virgin Islands,92986.95,229,406.0565502183406
Colorado:North Carolina,Colorado,North Carolina,5169184.9100000085,18750,275.6898618666671
Connecticut:Oregon,Connecticut,Oregon,546952.6299999995,1653,330.8848336358134
Alaska:Maine,Alaska,Maine,92947.08000000002,188,494.39936170212775
Mississippi:Idaho,Mississippi,Idaho,49248.49999999999,133,370.28947368421046
California:Rhode Island,California,Rhode Island,2470404.1100000055,8060,306.50175062034805
Maine:Michigan,Maine,Michigan,545251.7500000006,2019,270.0603021297675
Nevada:Virginia,Nevada,Virginia,6774005.159999988,23966,282.65063673537463
Washington:Pennsylvania,Washington,Pennsylvania,4253610.130000002,13905,305.9050794678175
Washington:New Hampshire,Washington,New Hampshire,225149.54000000015,772,291.6444818652852
Rhode Island:Ohio,Rhode Island,Ohio,576934.4000000008,2419,238.50119884249725
West Virginia:Kentucky,West Virginia,Kentucky,476.0,1,476.0
Indiana:Nebraska,Indiana,Nebraska,379726.43999999994,1525,249.00094426229504
U.S. Virgin Islands:Florida,U.S. Virgin Islands,Florida,2035111.6899999992,7651,265.9929015814925
South Dakota:Kansas,South Dakota,Kansas,40291.65000000001,102,395.01617647058833
Kansas:Wisconsin,Kansas,Wisconsin,176427.64000000004,646,273.10780185758523
U.S. Virgin Islands:Rhode Island,U.S. Virgin Islands,Rhode Island,58396.26,174,335.61068965517245
Mississippi:Iowa,Mississippi,Iowa,85739.89999999998,285,300.84175438596486
Ohio:Maryland,Ohio,Maryland,790395.0799999994,5235,150.98282330467993
Nevada:Minnesota,Nevada,Minnesota,2618988.939999997,11702,223.80695094855557
Kentucky:New Mexico,Kentucky,New Mexico,415011.2300000005,1415,293.2941554770322
Iowa:Oregon,Iowa,Oregon,642300.0699999994,2144,299.58025652985043
Tennessee:Colorado,Tennessee,Colorado,3054385.6900000065,12726,240.0114482162507
Ohio:South Carolina,Ohio,South Carolina,1723745.2999999993,8498,202.84129206872197
North Carolina:New Mexico,North Carolina,New Mexico,883384.4799999995,3317,266.3203135363279
Louisiana:Idaho,Louisiana,Idaho,286455.73000000016,916,312.72459606986916
Wyoming:Tennessee,Wyoming,Tennessee,304859.37999999995,848,359.50398584905656
New Jersey:Pennsylvania,New Jersey,Pennsylvania,1413984.6800000004,4899,288.62720555215355
Wisconsin:Missouri,Wisconsin,Missouri,1371190.779999999,6283,218.2382269616424
Arkansas:Utah,Arkansas,Utah,378823.5299999999,1226,308.9914600326264
New Mexico:Rhode Island,New Mexico,Rhode Island,134471.56,531,253.24210922787194
Washington:Oregon,Washington,Oregon,1870514.3799999948,12298,152.09907139372214
Michigan:New Hampshire,Michigan,New Hampshire,542451.1200000001,2309,234.92902555218714
Puerto Rico:Wyoming,Puerto Rico,Wyoming,28617.75,56,511.03125
Virginia:North Dakota,Virginia,North Dakota,854820.9200000007,2906,294.15723331039254
Idaho:Nevada,Idaho,Nevada,650471.34,3782,171.9913643574828
Colorado:U.S. Virgin Islands,Colorado,U.S. Virgin Islands,374368.3599999999,1047,357.5629035339063
Minnesota:Pennsylvania,Minnesota,Pennsylvania,4544962.480000004,15344,296.2045411887385
Wyoming:South Dakota,Wyoming,South Dakota,25876.060000000005,86,300.8844186046512
Nebraska:Utah,Nebraska,Utah,515260.6500000001,2036,253.07497544204327
Kansas:Georgia,Kansas,Georgia,733938.6899999989,2739,267.9586308871847
West Virginia:Wyoming,West Virginia,Wyoming,21192.229999999996,53,399.85339622641504
Virginia:U.S. Pacific Trust Territories and Possessions,Virginia,U.S. Pacific Trust Territories and Possessions,195398.53000000003,148,1320.260337837838
Kentucky:Louisiana,Kentucky,Louisiana,1213521.9999999984,4515,268.77563676633406
New Jersey:Minnesota,New Jersey,Minnesota,3389936.1799999936,9833,344.7509590155592
Connecticut:Mississippi,Connecticut,Mississippi,131319.70999999996,464,283.0166163793103
Texas:Idaho,Texas,Idaho,2330472.7400000007,8393,277.6686214702729
Alabama:Nebraska,Alabama,Nebraska,291756.2699999997,1054,276.8086053130927
Pennsylvania:Hawaii,Pennsylvania,Hawaii,3785906.8499999996,7289,519.4000342982577
Arizona:Connecticut,Arizona,Connecticut,1488909.7300000014,5032,295.8882611287761
Hawaii:Hawaii,Hawaii,Hawaii,7101317.370000006,55826,127.204481245298
Hawaii:Utah,Hawaii,Utah,3470225.810000003,10106,343.3827241242829
Alabama:Idaho,Alabama,Idaho,148150.11000000002,391,378.900537084399
Georgia:Hawaii,Georgia,Hawaii,3431501.439999988,6131,559.6968585875042
Idaho:Louisiana,Idaho,Louisiana,282478.24999999994,917,308.0460741548527
Rhode Island:Alabama,Rhode Island,Alabama,241489.20999999988,892,270.72781390134514
New York:Louisiana,New York,Louisiana,6352173.43999999,27086,234.5186974820937
Connecticut:Georgia,Connecticut,Georgia,1913263.5899999978,7674,249.31764268960094
New Jersey:Florida,New Jersey,Florida,19046362.380000077,84234,226.11252439632545
Washington:New York,Washington,New York,7354299.560000002,22690,324.12073865138836
Michigan:Massachusetts,Michigan,Massachusetts,2882394.2599999947,12949,222.595896208201
Vermont:Montana,Vermont,Montana,111896.91000000005,299,374.2371571906356
Nebraska:Arkansas,Nebraska,Arkansas,138435.58999999997,514,269.3299416342412
Massachusetts:New York,Massachusetts,New York,4936144.170000011,23858,206.89681322826772
Tennessee:North Carolina,Tennessee,North Carolina,4080423.6199999894,17855,228.53114645757432
Connecticut:Indiana,Connecticut,Indiana,670609.2000000002,2538,264.22742316784877
California:New Hampshire,California,New Hampshire,1257840.7300000023,4255,295.61474265569973
Rhode Island:Colorado,Rhode Island,Colorado,579463.0600000002,2085,277.9199328537171
Mississippi:South Dakota,Mississippi,South Dakota,56399.6,181,311.59999999999997
Washington:Georgia,Washington,Georgia,4714329.319999995,14717,320.33222259971427
Tennessee:Louisiana,Tennessee,Louisiana,1534241.7399999993,6458,237.5722731495818
Michigan:Tennessee,Michigan,Tennessee,3888362.5600000033,15254,254.9077330536255
Hawaii:Kentucky,Hawaii,Kentucky,1440224.410000001,2601,553.719496347559
Indiana:Illinois,Indiana,Illinois,1048817.88,4159,252.18030295744165
Massachusetts:Idaho,Massachusetts,Idaho,528076.0499999995,1686,313.2123665480424
Hawaii:New Hampshire,Hawaii,New Hampshire,96113.23999999995,168,572.1026190476188
Texas:Vermont,Texas,Vermont,749392.4000000011,2523,297.0243361078086
North Dakota:Vermont,North Dakota,Vermont,24988.6,76,328.7973684210526
Minnesota:Arkansas,Minnesota,Arkansas,697788.6700000007,2250,310.12829777777813
Wisconsin:Georgia,Wisconsin,Georgia,3062244.6099999994,12313,248.70012263461376
North Dakota:Utah,North Dakota,Utah,441580.0999999999,1388,318.14128242074923
Nevada:Idaho,Nevada,Idaho,670753.9499999998,3836,174.85765119916576
U.S. Pacific Trust Territories and Possessions:South Dakota,U.S. Pacific Trust Territories and Possessions,South Dakota,1784.0,4,446.0
Nevada:Georgia,Nevada,Georgia,3803120.519999999,13670,278.2092553035844
New Hampshire:Puerto Rico,New Hampshire,Puerto Rico,64248.799999999996,281,228.64341637010673
Puerto Rico:Illinois,Puerto Rico,Illinois,2339701.3500000006,8995,260.1113229571985
Arkansas:Alaska,Arkansas,Alaska,300720.8600000003,676,444.8533431952667
Mississippi:Georgia,Mississippi,Georgia,868227.6799999987,3611,240.43967875934607
Pennsylvania:Nebraska,Pennsylvania,Nebraska,1054699.15,3876,272.1102038183694
North Carolina:U.S. Pacific Trust Territories and Possessions,North Carolina,U.S. Pacific Trust Territories and Possessions,27256.059999999998,30,908.5353333333333
Minnesota:California,Minnesota,California,15011421.630000018,51112,293.6966197761781
New Jersey:New Hampshire,New Jersey,New Hampshire,160817.52,538,298.91732342007435
Massachusetts:Nevada,Massachusetts,Nevada,3807191.140000006,14102,269.9752616650125
Louisiana:Puerto Rico,Louisiana,Puerto Rico,522943.6700000011,1961,266.671937786844
Louisiana:Oregon,Louisiana,Oregon,1280156.229999998,4564,280.48997151621336
Alabama:South Carolina,Alabama,South Carolina,543186.9800000001,2017,269.3044025780863
Colorado:Arkansas,Colorado,Arkansas,1070316.2199999993,3982,268.7886037167251
Washington:U.S. Virgin Islands,Washington,U.S. Virgin Islands,223816.05000000008,576,388.5695312500001
Montana:Indiana,Montana,Indiana,376496.8400000003,1144,329.10562937062963
Iowa:Colorado,Iowa,Colorado,1201820.720000001,4718,254.73097075031814
Minnesota:Iowa,Minnesota,Iowa,302254.31999999983,957,315.8352351097177
Tennessee:Michigan,Tennessee,Michigan,3926835.099999997,15373,255.43713653808604
New Mexico:Maine,New Mexico,Maine,134399.44999999998,429,313.2854312354312
Alabama:West Virginia,Alabama,West Virginia,98061.74999999999,321,305.4883177570093
Nevada:Wisconsin,Nevada,Wisconsin,2100433.8999999994,8147,257.81685282926225
South Carolina:Ohio,South Carolina,Ohio,1738290.0000000002,8531,203.76157543078187
U.S. Pacific Trust Territories and Possessions:Puerto Rico,U.S. Pacific Trust Territories and Possessions,Puerto Rico,4096.48,3,1365.493333333333
Illinois:Georgia,Illinois,Georgia,6743300.520000014,33948,198.6361647225172
Mississippi:Missouri,Mississippi,Missouri,391485.6600000001,1463,267.59101845522906
Alaska:Vermont,Alaska,Vermont,60368.400000000016,141,428.1446808510639
Washington:Arkansas,Washington,Arkansas,838854.5399999995,2594,323.3826291441787
Maryland:Colorado,Maryland,Colorado,2481032.0699999956,8855,280.1843105590057
Nebraska:Kansas,Nebraska,Kansas,574.5,2,287.25
Arizona:Michigan,Arizona,Michigan,4605751.170000015,16521,278.7816215725449
Washington:Wyoming,Washington,Wyoming,291189.4299999999,975,298.6558256410255
Virginia:Massachusetts,Virginia,Massachusetts,5955344.770000011,28977,205.51971460123582
North Dakota:U.S. Pacific Trust Territories and Possessions,North Dakota,U.S. Pacific Trust Territories and Possessions,4499.0,4,1124.75
Montana:Oregon,Montana,Oregon,1039928.3499999981,5353,194.27019428357895
Wyoming:Wyoming,Wyoming,Wyoming,7666.0199999999995,20,383.301
Texas:Maryland,Texas,Maryland,7408486.870000001,32880,225.3189437347932
Vermont:Arizona,Vermont,Arizona,295160.47,928,318.06085129310344
North Carolina:Kansas,North Carolina,Kansas,536032.5099999993,2004,267.4812924151693
Maryland:California,Maryland,California,12733321.679999912,46569,273.4291412742363
Idaho:Montana,Idaho,Montana,137347.06000000006,547,251.09151736745898
Arkansas:Montana,Arkansas,Montana,136200.42999999996,388,351.0320360824741
Utah:Texas,Utah,Texas,7781033.640000014,29036,267.9788414382151
Michigan:Colorado,Michigan,Colorado,4028699.159999988,17026,236.62041348525713
Tennessee:Puerto Rico,Tennessee,Puerto Rico,615108.4500000001,2119,290.2824209532799
Colorado:Mississippi,Colorado,Mississippi,485289.5100000002,1689,287.32357015985804
Tennessee:South Dakota,Tennessee,South Dakota,382748.63999999984,1270,301.37688188976364
Montana:Idaho,Montana,Idaho,198382.1499999999,809,245.21897404202707
Oklahoma:New York,Oklahoma,New York,2162376.3299999987,8117,266.4009276826412
Alaska:West Virginia,Alaska,West Virginia,36372.049999999996,80,454.65062499999993
Kansas:North Carolina,Kansas,North Carolina,531396.4300000006,2026,262.2884649555778
Nebraska:California,Nebraska,California,5088316.159999994,20100,253.15005771144246
California:U.S. Virgin Islands,California,U.S. Virgin Islands,1167254.809999999,2705,431.517489833641
Tennessee:New Jersey,Tennessee,New Jersey,2923286.6799999927,11465,254.97485215874337
U.S. Pacific Trust Territories and Possessions:North Carolina,U.S. Pacific Trust Territories and Possessions,North Carolina,35709.939999999995,40,892.7484999999999
Rhode Island:Illinois,Rhode Island,Illinois,1041456.0699999997,4610,225.91237960954442
Mississippi:Arizona,Mississippi,Arizona,373151.11000000004,1329,280.77585402558316
New York:New York,New York,New York,6658070.220000007,41714,159.61236563264148
U.S. Pacific Trust Territories and Possessions:Missouri,U.S. Pacific Trust Territories and Possessions,Missouri,53153.02,48,1107.3545833333333
Texas:New Mexico,Texas,New Mexico,3889303.799999996,16300,238.6075950920243
U.S. Virgin Islands:Nebraska,U.S. Virgin Islands,Nebraska,82327.91,196,420.04035714285715
Nevada:Michigan,Nevada,Michigan,4087377.6699999985,16146,253.15110058218744
U.S. Pacific Trust Territories and Possessions:Massachusetts,U.S. Pacific Trust Territories and Possessions,Massachusetts,27757.649999999994,21,1321.792857142857
Nevada:Pennsylvania,Nevada,Pennsylvania,5688337.980000012,22595,251.75206815667235
Washington:Alabama,Washington,Alabama,1079938.8099999991,3171,340.5672690003151
Missouri:Tennessee,Missouri,Tennessee,1433465.3499999994,6399,224.01396311923727
California:California,California,California,46866080.349999845,280353,167.16810717202898
New Jersey:North Dakota,New Jersey,North Dakota,238844.36000000004,747,319.7380990629184
Washington:New Jersey,Washington,New Jersey,3545363.040000003,10728,330.4775391498884
Oklahoma:Montana,Oklahoma,Montana,377319.43,1187,317.8765206402696
Minnesota:Alaska,Minnesota,Alaska,1218060.71,3448,353.26586716937356
Louisiana:North Carolina,Louisiana,North Carolina,3047883.3600000013,12216,249.4992927308449
South Dakota:Colorado,South Dakota,Colorado,570776.4699999997,2387,239.11875576036854
Nebraska:South Dakota,Nebraska,South Dakota,75640.98,194,389.9019587628866
Puerto Rico:South Carolina,Puerto Rico,South Carolina,365639.99999999977,1205,303.4356846473027
Missouri:Alabama,Missouri,Alabama,903932.0199999998,3407,265.31611975344873
Maryland:Washington,Maryland,Washington,2299093.400000006,8958,256.65253404777917
Iowa:New Mexico,Iowa,New Mexico,170893.99999999997,703,243.09246088193453
Kentucky:Hawaii,Kentucky,Hawaii,1404406.3799999997,2570,546.4616264591439
California:Missouri,California,Missouri,18852222.669999998,71812,262.5218998217568
North Carolina:Connecticut,North Carolina,Connecticut,2181885.5199999935,9271,235.3452184230389
Alaska:Louisiana,Alaska,Louisiana,696925.5299999993,1553,448.7608048937536
Minnesota:New Jersey,Minnesota,New Jersey,3527044.5800000047,10122,348.4533274056515
Vermont:Connecticut,Vermont,Connecticut,802.0,2,401.0
Mississippi:Massachusetts,Mississippi,Massachusetts,343695.81000000006,1235,278.29620242914984
Louisiana:Nevada,Louisiana,Nevada,2071276.6600000006,8399,246.60991308489113
New Mexico:Iowa,New Mexico,Iowa,173181.44,697,248.46691535150646
Colorado:Kansas,Colorado,Kansas,565759.5199999999,2037,277.74154148257236
Washington:California,Washington,California,27299916.049999967,149858,182.17189639525395
Washington:U.S. Pacific Trust Territories and Possessions,Washington,U.S. Pacific Trust Territories and Possessions,259548.55000000002,289,898.0918685121108
Wisconsin:Hawaii,Wisconsin,Hawaii,1175654.8999999997,2344,501.55925767918075
Massachusetts:Kansas,Massachusetts,Kansas,264854.9200000002,1021,259.4073653281099
New Mexico:Tennessee,New Mexico,Tennessee,753682.4400000003,2757,273.3704896626769
Utah:Utah,Utah,Utah,215181.56999999975,1622,132.6643464858198
Wyoming:Oklahoma,Wyoming,Oklahoma,265077.3,735,360.649387755102
Iowa:Louisiana,Iowa,Louisiana,432678.38999999984,1677,258.0073881932021
North Dakota:Texas,North Dakota,Texas,3017724.220000002,8593,351.18401256836984
U.S. Pacific Trust Territories and Possessions:Nevada,U.S. Pacific Trust Territories and Possessions,Nevada,154210.88000000003,188,820.2706382978726
Alaska:Tennessee,Alaska,Tennessee,645224.74,1569,411.23310388782664
New Hampshire:California,New Hampshire,California,1246484.879999998,4296,290.15011173184314
Hawaii:Idaho,Hawaii,Idaho,1049309.9,2904,361.3326101928374
Texas:Utah,Texas,Utah,7756860.209999999,28969,267.76416893921083
Idaho:Kansas,Idaho,Kansas,77517.85,248,312.57197580645163
Colorado:Alabama,Colorado,Alabama,1558386.3899999983,5349,291.34163208076245
Indiana:Puerto Rico,Indiana,Puerto Rico,474110.1100000008,1622,292.29969790382296
Alabama:Utah,Alabama,Utah,680462.9399999997,2038,333.8876054955838
Puerto Rico:U.S. Virgin Islands,Puerto Rico,U.S. Virgin Islands,191864.55,1653,116.07050816696913
South Dakota:Alabama,South Dakota,Alabama,139702.33000000002,397,351.89503778337536
Maryland:New Mexico,Maryland,New Mexico,752011.5299999999,2879,261.2058110455019
New York:Washington,New York,Washington,7473206.219999993,22911,326.18420060233046
Missouri:New Mexico,Missouri,New Mexico,849076.8199999987,3495,242.94043490700963
Idaho:New Mexico,Idaho,New Mexico,239317.54000000007,926,258.4422678185746
Nebraska:Hawaii,Nebraska,Hawaii,988103.41,1968,502.0850660569106
California:Michigan,California,Michigan,19998943.05999997,64375,310.6631931650481
Montana:Wyoming,Montana,Wyoming,54224.82,159,341.0366037735849
New Mexico:Minnesota,New Mexico,Minnesota,576089.5900000004,2231,258.2203451367102
California:Iowa,California,Iowa,4407333.910000009,15542,283.57572448848344
Tennessee:Wyoming,Tennessee,Wyoming,298764.41,827,361.26288996372426
New Jersey:Maine,New Jersey,Maine,462142.2299999999,2172,212.77266574585633
Indiana:Rhode Island,Indiana,Rhode Island,354440.72999999975,1416,250.31124999999983
Alaska:Pennsylvania,Alaska,Pennsylvania,970710.1800000012,2492,389.5305698234355
West Virginia:Idaho,West Virginia,Idaho,28766.440000000002,64,449.47562500000004
Georgia:Wisconsin,Georgia,Wisconsin,3102635.7199999923,12650,245.26764584980177
South Carolina:Maryland,South Carolina,Maryland,930691.2299999989,5655,164.57846684350113
Michigan:Nebraska,Michigan,Nebraska,848791.1899999994,3148,269.6287134688689
Arkansas:Mississippi,Arkansas,Mississippi,59664.28,212,281.4352830188679
New Hampshire:West Virginia,New Hampshire,West Virginia,12943.300000000001,46,281.37608695652176
Illinois:U.S. Pacific Trust Territories and Possessions,Illinois,U.S. Pacific Trust Territories and Possessions,45251.47000000001,35,1292.899142857143
Illinois:Pennsylvania,Illinois,Pennsylvania,8893624.08000001,39090,227.51660475825042
Wyoming:Kansas,Wyoming,Kansas,35352.73,108,327.3400925925926
Mississippi:Nevada,Mississippi,Nevada,487901.2300000002,1666,292.8578811524611
Nebraska:Iowa,Nebraska,Iowa,12451.16,39,319.2605128205128
New Hampshire:Indiana,New Hampshire,Indiana,266700.66,1008,264.58398809523806
Ohio:New Hampshire,Ohio,New Hampshire,422123.0300000005,1768,238.75736990950253
Pennsylvania:New Mexico,Pennsylvania,New Mexico,970833.7900000005,3338,290.8429568603956
Nebraska:Puerto Rico,Nebraska,Puerto Rico,158070.34000000014,528,299.3756439393942
North Carolina:Maine,North Carolina,Maine,1107222.0800000008,4704,235.37884353741512
Maryland:Michigan,Maryland,Michigan,1549881.9200000013,8527,181.7616887533718
U.S. Pacific Trust Territories and Possessions:Mississippi,U.S. Pacific Trust Territories and Possessions,Mississippi,15921.6,11,1447.418181818182
Michigan:Rhode Island,Michigan,Rhode Island,630907.0799999998,2746,229.75494537509098
Washington:Rhode Island,Washington,Rhode Island,397297.43999999994,1257,316.0679713603818
Mississippi:Arkansas,Mississippi,Arkansas,56055.05000000002,201,278.8808457711444
South Carolina:Alaska,South Carolina,Alaska,269347.74000000005,586,459.63778156996597
Pennsylvania:South Carolina,Pennsylvania,South Carolina,3215925.8700000052,14960,214.96830681818216
New York:Vermont,New York,Vermont,515765.18999999994,3026,170.4445439524124
Georgia:South Carolina,Georgia,South Carolina,984410.2699999987,3558,276.6751742551992
Montana:Texas,Montana,Texas,2871016.370000003,8920,321.86282174887924
Tennessee:Tennessee,Tennessee,Tennessee,450006.7199999999,1494,301.2093172690762
Maine:Nebraska,Maine,Nebraska,133304.09000000003,447,298.2194407158837
South Carolina:Kentucky,South Carolina,Kentucky,969873.1899999998,3592,270.0092399777282
New Mexico:New York,New Mexico,New York,1739701.7300000011,6981,249.20523277467427
Oklahoma:New Hampshire,Oklahoma,New Hampshire,146839.15000000008,514,285.6792801556422
Texas:West Virginia,Texas,West Virginia,890680.3699999992,2920,305.02752397260247
Wyoming:New Hampshire,Wyoming,New Hampshire,18028.5,51,353.5
New York:North Dakota,New York,North Dakota,635810.1399999998,2086,304.79872483221465
Maine:Oregon,Maine,Oregon,283289.8700000002,783,361.80060025542815
Ohio:New York,Ohio,New York,6312116.770000028,23427,269.4376902719097
North Dakota:Minnesota,North Dakota,Minnesota,1075101.8600000003,3387,317.42009447888995
Virginia:Arkansas,Virginia,Arkansas,1513840.7099999993,5592,270.7154345493561
Oregon:Utah,Oregon,Utah,1448458.7699999998,7672,188.7980669968717
New Mexico:Florida,New Mexico,Florida,2534461.4399999925,9819,258.1180812710044
West Virginia:Puerto Rico,West Virginia,Puerto Rico,38283.79,120,319.03158333333334
South Carolina:Idaho,South Carolina,Idaho,173105.02000000008,457,378.7856017505472
Ohio:Kentucky,Ohio,Kentucky,96429.35000000002,358,269.3557262569833
New Mexico:Missouri,New Mexico,Missouri,846949.9100000014,3476,243.6564758342927
Texas:Tennessee,Texas,Tennessee,11863422.380000038,49291,240.68130855531513
North Dakota:Georgia,North Dakota,Georgia,670622.8000000007,1983,338.18598083711584
Maryland:Wyoming,Maryland,Wyoming,180857.04000000004,527,343.1822390891841
Oklahoma:Rhode Island,Oklahoma,Rhode Island,173052.55999999994,637,271.6680690737833
Louisiana:Illinois,Louisiana,Illinois,3099319.23,15551,199.3003170214134
Louisiana:New Mexico,Louisiana,New Mexico,577502.1599999993,2170,266.13002764976926
Kansas:Maine,Kansas,Maine,44597.22,142,314.0649295774648
Hawaii:Nevada,Hawaii,Nevada,5375094.699999994,14543,369.6001306470462
West Virginia:Michigan,West Virginia,Michigan,21506.420000000002,60,358.44033333333334
Oregon:Alabama,Oregon,Alabama,525300.7400000001,1458,360.2885733882031
Pennsylvania:Colorado,Pennsylvania,Colorado,6389436.050000012,23349,273.64923765471804
Connecticut:Maryland,Connecticut,Maryland,307004.53,1919,159.9815164147994
Michigan:Ohio,Michigan,Ohio,600468.6100000001,2012,298.44364314115313
Missouri:Nevada,Missouri,Nevada,2831662.909999998,12496,226.6055465749038
Minnesota:Michigan,Minnesota,Michigan,3606823.9199999976,12697,284.068986374734
Georgia:Colorado,Georgia,Colorado,4263539.3599999985,17996,236.91594576572564
Minnesota:Washington,Minnesota,Washington,2852257.000000001,10676,267.1653240914201
U.S. Pacific Trust Territories and Possessions:Illinois,U.S. Pacific Trust Territories and Possessions,Illinois,46370.38999999999,40,1159.2597499999997
Tennessee:Hawaii,Tennessee,Hawaii,2131369.0399999972,3815,558.6812686762771
Illinois:Arizona,Illinois,Arizona,6961844.109999993,27932,249.2425930832018
Virginia:Alaska,Virginia,Alaska,1614064.6100000022,3468,465.4165542099199
Vermont:Iowa,Vermont,Iowa,57525.289999999986,200,287.6264499999999
Tennessee:Alabama,Tennessee,Alabama,268793.23,869,309.31326812428074
New York:Alaska,New York,Alaska,1127427.4400000002,2916,386.6349245541839
Kansas:Tennessee,Kansas,Tennessee,336916.9100000003,1323,254.661307634165
Iowa:Wyoming,Iowa,Wyoming,57468.95999999999,184,312.33130434782606
Michigan:Hawaii,Michigan,Hawaii,3256194.9500000007,6081,535.4703091596778
Arkansas:Maryland,Arkansas,Maryland,537928.5500000004,2463,218.4037961835162
North Carolina:Mississippi,North Carolina,Mississippi,884547.4999999995,3543,249.6605983629691
Minnesota:Texas,Minnesota,Texas,10380959.490000015,38679,268.3874839059959
Mississippi:Utah,Mississippi,Utah,202854.0299999999,628,323.01597133757946
Maine:North Carolina,Maine,North Carolina,1083233.7199999979,4648,233.0537263339066
Idaho:North Carolina,Idaho,North Carolina,594090.1800000004,1792,331.5235379464288
West Virginia:Tennessee,West Virginia,Tennessee,119012.94000000002,355,335.2477183098592
Ohio:Maine,Ohio,Maine,501700.0,2143,234.11105926271583
U.S. Virgin Islands:Utah,U.S. Virgin Islands,Utah,119469.86999999995,316,378.0692088607593
U.S. Pacific Trust Territories and Possessions:Arizona,U.S. Pacific Trust Territories and Possessions,Arizona,69219.78,74,935.4024324324324
New Hampshire:Nevada,New Hampshire,Nevada,431369.1400000009,1671,258.15029323758284
Nebraska:Louisiana,Nebraska,Louisiana,560898.2400000001,2155,260.27760556844555
Washington:Nevada,Washington,Nevada,4007806.910000002,22433,178.65675166050025
Nebraska:Florida,Nebraska,Florida,3362728.459999997,14004,240.12628249071673
Arkansas:Wisconsin,Arkansas,Wisconsin,471355.8799999998,1565,301.18586581469634
Rhode Island:Michigan,Rhode Island,Michigan,638912.2499999994,2733,233.77689352360022
Wyoming:Georgia,Wyoming,Georgia,474884.70999999973,1171,405.53775405636185
Kansas:Oklahoma,Kansas,Oklahoma,4323.64,13,332.58769230769235
Colorado:Connecticut,Colorado,Connecticut,1477507.9400000009,5762,256.4227594585215
Montana:Georgia,Montana,Georgia,1250668.4600000011,3634,344.15752889378126
Vermont:Louisiana,Vermont,Louisiana,158046.55,600,263.41091666666665
Maine:Virginia,Maine,Virginia,1395539.8099999966,6306,221.30349032667246
Alabama:Connecticut,Alabama,Connecticut,385406.9499999998,1429,269.70395381385566
South Carolina:Mississippi,South Carolina,Mississippi,312912.49000000005,1144,273.5249038461539
Mississippi:Mississippi,Mississippi,Mississippi,71.0,1,71.0
Mississippi:New Mexico,Mississippi,New Mexico,109960.46999999997,396,277.6779545454545
Kentucky:Colorado,Kentucky,Colorado,2271587.4799999977,8584,264.6304147250696
Indiana:Iowa,Indiana,Iowa,314921.40999999986,1249,252.13883907125688
Idaho:Rhode Island,Idaho,Rhode Island,34505.67000000001,83,415.73096385542186
West Virginia:Oklahoma,West Virginia,Oklahoma,100576.02,322,312.3478881987578
California:Ohio,California,Ohio,17099409.53999996,58687,291.3662231840094
New York:Oklahoma,New York,Oklahoma,2193046.5199999986,8226,266.5993824459031
Michigan:Wyoming,Michigan,Wyoming,260267.0899999999,809,321.7145735475895
Colorado:U.S. Pacific Trust Territories and Possessions,Colorado,U.S. Pacific Trust Territories and Possessions,63968.979999999996,56,1142.3032142857141
Florida:West Virginia,Florida,West Virginia,942104.07,4332,217.47554709141272
Kentucky:Indiana,Kentucky,Indiana,20390.510000000002,76,268.29618421052635
Alabama:North Dakota,Alabama,North Dakota,204232.07999999996,560,364.7001428571428
Indiana:Vermont,Indiana,Vermont,112449.92999999996,371,303.09954177897566
U.S. Virgin Islands:Connecticut,U.S. Virgin Islands,Connecticut,202387.70999999988,695,291.2053381294962
Idaho:Georgia,Idaho,Georgia,756907.5400000006,2280,331.97699122807046
Indiana:Pennsylvania,Indiana,Pennsylvania,2402867.5700000008,9210,260.8976731813247
U.S. Virgin Islands:Idaho,U.S. Virgin Islands,Idaho,18329.219999999998,39,469.97999999999996
U.S. Virgin Islands:Illinois,U.S. Virgin Islands,Illinois,845806.9399999998,2434,347.4966885784716
U.S. Virgin Islands:Kentucky,U.S. Virgin Islands,Kentucky,268231.35999999975,722,371.5115789473681
Hawaii:Wisconsin,Hawaii,Wisconsin,1217234.1799999995,2388,509.7295561139026
Connecticut:Florida,Connecticut,Florida,7645826.850000005,39231,194.89247916188742
Vermont:Tennessee,Vermont,Tennessee,244907.1499999999,822,297.9405717761556
Georgia:Nebraska,Georgia,Nebraska,1292421.539999999,4772,270.834354568315
Arkansas:Arizona,Arkansas,Arizona,826584.9500000007,3035,272.3508896210875
